model,split,rows,days,rank_ic_mean,rank_ic_std,icir,direction_hit_rate,top_quantile_ret,bottom_quantile_ret,long_short_ret
lstm,val,4246,225,0.05206754652091661,0.25944844697180164,0.20068552010479218,0.4943476212906265,-6.72889252503713e-06,-0.001918407842102978,0.0019116789495779408
lstm,test,4237,223,-0.016379382600585312,0.2714722001802464,-0.06033539563060259,0.482888836440878,-0.0025248988241796705,0.004599887657401072,-0.007124786481580743
lstm,all,8483,448,0.01799686528409757,0.2674082221420469,0.0673010917163858,0.48862430743840624,-0.001260192943326339,0.0013261901409090829,-0.002586383084235422
