date,action,price,shares,cost,cash_after,revenue
2022-03-25,BUY,12.9,4200,54196.25,674.67,
2022-04-26,SELL,12.65,4200,,53788.74,53114.06
2022-06-20,BUY,12.26,4300,52733.82,1054.92,
2022-07-13,SELL,11.89,4300,,52166.58,51111.66
2022-08-24,BUY,10.55,4900,51710.51,456.07,
2022-09-23,SELL,10.44,4900,,51596.73,51140.65
2022-11-14,BUY,10.1,5100,51525.45,71.27,
2022-12-23,SELL,11.13,5100,,56817.24,56745.97
2023-01-04,BUY,12.47,4500,56131.83,685.41,
2023-02-07,SELL,12.36,4500,,56288.72,55603.31
2023-03-06,BUY,12.0,4600,55216.56,1072.16,
2023-03-10,SELL,11.29,4600,,52990.58,51918.42
2023-04-19,BUY,11.0,4800,52815.84,174.74,
2023-04-26,SELL,10.27,4800,,49455.96,49281.21
2023-05-09,BUY,11.31,4300,48647.59,808.37,
2023-05-18,SELL,10.64,4300,,46546.64,45738.27
2023-07-18,BUY,9.69,4800,46525.95,20.69,
2023-07-25,SELL,10.16,4800,,48774.06,48753.37
2023-07-26,BUY,10.11,4800,48542.56,231.5,
2023-08-17,SELL,10.01,4800,,48265.08,48033.59
2024-01-04,BUY,7.55,6300,47579.27,685.81,
2024-01-09,SELL,7.62,6300,,48677.41,47991.6
2024-01-17,BUY,7.67,6300,48335.5,341.92,
2024-01-24,SELL,7.77,6300,,49278.23,48936.31
2024-01-26,BUY,8.06,6100,49180.75,97.48,
2024-03-15,SELL,9.04,6100,,55224.94,55127.46
2024-03-22,BUY,8.8,6200,54576.37,648.57,
2024-03-26,SELL,9.04,6200,,56679.75,56031.19
2024-03-27,BUY,8.97,6300,56527.95,151.8,
2024-04-11,SELL,8.69,6300,,54882.38,54730.58
2024-04-22,BUY,8.94,6100,54550.36,332.02,
2024-06-05,SELL,9.31,6100,,57105.98,56773.96
2024-07-02,BUY,9.56,5900,56420.92,685.06,
2024-07-10,SELL,9.3,5900,,55538.6,54853.54
2024-07-16,BUY,9.46,5800,54884.46,654.14,
2024-07-26,SELL,9.19,5800,,53940.15,53286.01
2024-08-21,BUY,9.51,5600,53271.98,668.17,
2024-09-04,SELL,9.18,5600,,52060.75,51392.58
2024-09-26,BUY,10.31,5000,51565.46,495.28,
2024-10-30,SELL,10.72,5000,,54079.2,53583.92
2024-11-14,BUY,10.94,4900,53622.08,457.12,
2024-11-15,SELL,10.84,4900,,53557.19,53100.07
2024-11-21,BUY,10.99,4800,52767.83,789.36,
2024-11-26,SELL,10.67,4800,,51990.0,51200.64
2024-12-09,BUY,11.07,4600,50937.28,1052.72,
