date,action,price,shares,cost,cash_after,revenue
2018-02-28,BUY,468.85,200,93798.13,6201.87,
2018-03-14,SELL,470.11,200,,100195.66,93993.79
2018-03-15,BUY,489.7,200,97969.38,2226.28,
2018-03-27,SELL,457.97,200,,93792.8,91566.52
2018-05-10,BUY,457.42,200,91511.45,2281.36,
2018-06-26,SELL,509.03,200,,104056.82,101775.46
2018-06-27,BUY,476.67,200,95362.6,8694.22,
2018-06-28,SELL,465.16,200,,101698.31,93004.09
2018-07-17,BUY,496.66,200,99361.8,2336.51,
2018-08-02,SELL,450.07,200,,92323.5,89987.0
2018-08-30,BUY,434.63,200,86952.08,5371.42,
2018-09-06,SELL,398.23,200,,84993.53,79622.11
2018-09-21,BUY,454.24,100,45437.63,39555.9,
2018-10-16,SELL,421.37,100,,81680.26,42124.36
2018-11-26,BUY,306.34,200,61286.38,20393.88,
2018-11-27,SELL,302.33,200,,80841.74,60447.86
2018-12-04,BUY,356.46,200,71313.39,9528.35,
2018-12-24,SELL,322.23,200,,73955.02,64426.67
2019-01-07,BUY,359.72,200,71965.58,1989.44,
2019-05-09,SELL,613.04,200,,124560.65,122571.22
2019-06-03,BUY,646.23,100,64642.39,59918.27,
2019-06-06,SELL,616.36,100,,121535.78,61617.51
2019-06-14,BUY,667.23,100,66743.02,54792.76,
2019-07-17,SELL,732.27,100,,127997.79,73205.03
2019-08-01,BUY,728.07,100,72828.84,55168.95,
2019-08-06,SELL,715.07,100,,126654.5,71485.55
2019-08-13,BUY,786.72,100,78695.6,47958.9,
2019-09-17,SELL,862.78,100,,134211.01,86252.12
2019-09-23,BUY,917.77,100,91804.53,42406.48,
2019-10-25,SELL,940.12,100,,136390.28,93983.8
2019-10-31,BUY,948.78,100,94906.46,41483.81,
2019-11-27,SELL,958.72,100,,137327.05,95843.24
2019-12-20,BUY,915.07,100,91534.45,45792.6,
2019-12-26,SELL,903.87,100,,136152.48,90359.88
2019-12-31,BUY,951.77,100,95205.55,40946.93,
2020-01-06,SELL,846.76,100,,125597.53,84650.6
2020-02-14,BUY,856.77,100,85702.7,39894.82,
2020-03-02,SELL,854.78,100,,125347.18,85452.36
2020-03-05,BUY,939.77,100,94005.19,31341.99,
2020-03-18,SELL,776.76,100,,108994.68,77652.7
2020-04-03,BUY,908.56,100,90883.26,18111.43,
2020-07-29,SELL,1457.79,100,,163846.69,145735.27
2020-08-19,BUY,1472.79,100,147323.18,16523.51,
2020-09-11,SELL,1518.79,100,,168356.95,151833.44
2020-09-17,BUY,1456.31,100,145674.69,22682.26,
2020-09-18,SELL,1480.79,100,,170716.83,148034.58
2020-10-14,BUY,1514.79,100,151524.44,19192.39,
2020-10-29,SELL,1461.79,100,,165327.54,146135.15
2020-11-10,BUY,1530.79,100,153124.92,12202.61,
2021-03-01,SELL,1943.79,100,,206523.3,194320.69
2021-04-01,BUY,1830.29,100,183083.91,23439.39,
2021-04-15,SELL,1801.39,100,,203524.35,180084.96
2021-04-20,BUY,1880.59,100,188115.42,15408.93,
