date,action,price,shares,cost,cash_after,revenue
2018-02-28,BUY,18.21,5400,98363.5,1636.5,
2018-03-21,SELL,17.91,5400,,98321.49,96684.99
2018-05-16,BUY,14.6,6700,97849.35,472.14,
2018-06-01,SELL,14.01,6700,,94310.98,93838.84
2018-07-16,BUY,11.69,8000,93548.06,762.92,
2018-07-17,SELL,11.56,8000,,93215.18,92452.26
2018-08-16,BUY,11.13,8300,92406.71,808.47,
2018-09-07,SELL,11.36,8300,,95068.18,94259.71
2018-09-19,BUY,12.74,7400,94304.28,763.9,
2018-10-17,SELL,12.86,7400,,95899.35,95135.45
2018-10-19,BUY,12.76,7500,95728.71,170.64,
2018-11-02,SELL,13.1,7500,,98391.16,98220.53
2018-11-07,BUY,12.84,7600,97613.28,777.89,
2018-12-20,SELL,15.05,7600,,115123.57,114345.69
2019-02-14,BUY,15.0,7600,114034.2,1089.37,
2019-03-12,SELL,14.42,7600,,110648.5,109559.12
2019-03-19,BUY,15.75,7000,110283.07,365.42,
2019-04-02,SELL,15.32,7000,,107573.25,107207.83
2019-04-08,BUY,14.9,7200,107312.18,261.06,
2019-04-09,SELL,15.4,7200,,111107.8,110846.74
2019-04-17,BUY,17.89,6200,110951.28,156.53,
2019-05-07,SELL,14.76,6200,,91641.07,91484.55
2019-06-12,BUY,14.01,6500,91092.32,548.75,
2019-08-07,SELL,14.09,6500,,92106.28,91557.52
2019-09-10,BUY,14.21,6400,90971.28,1134.99,
2019-09-24,SELL,13.78,6400,,89300.54,88165.54
2019-11-27,BUY,11.79,7500,88451.53,849.01,
2019-12-03,SELL,11.75,7500,,88947.57,88098.56
2019-12-09,BUY,11.62,7600,88338.49,609.08,
2019-12-13,SELL,11.61,7600,,88818.61,88209.53
2019-12-18,BUY,12.06,7300,88064.41,754.2,
2020-03-11,SELL,16.74,7300,,122919.53,122165.34
2020-04-02,BUY,16.02,7600,121788.53,1131.01,
2020-05-15,SELL,16.48,7600,,126341.43,125210.43
2020-06-03,BUY,17.13,7300,125086.51,1254.92,
2020-07-30,SELL,25.49,7300,,187276.1,186021.18
2020-08-31,BUY,25.51,7300,186278.87,997.23,
2020-12-03,SELL,54.21,7300,,396611.51,395614.28
2020-12-10,BUY,53.68,7300,391981.56,4629.95,
2020-12-11,SELL,52.84,7300,,390246.23,385616.28
2020-12-22,BUY,58.51,6600,386281.85,3964.38,
2021-02-24,SELL,66.84,6600,,444976.04,441011.66
2021-04-09,BUY,52.75,8400,443232.93,1743.11,
2021-04-13,SELL,51.85,8400,,437152.45,435409.34
2021-04-21,BUY,53.37,8100,432426.69,4725.76,
2021-04-27,SELL,52.16,8100,,427095.01,422369.25
2021-05-21,BUY,54.91,7700,422933.84,4161.17,
2021-07-20,SELL,73.01,7700,,566169.51,562008.35
2021-07-28,BUY,76.01,7400,562642.74,3526.77,
2021-08-27,SELL,93.28,7400,,693591.69,690064.92
2021-10-15,BUY,91.67,7500,687731.26,5860.43,
2021-11-17,SELL,96.18,7500,,726994.03,721133.59
2021-12-06,BUY,97.81,7400,724011.14,2982.89,
2021-12-10,SELL,97.7,7400,,725745.99,722763.11
2022-02-24,BUY,78.85,9200,725637.63,108.37,
2022-03-08,SELL,69.29,9200,,637385.13,637276.76
2022-03-23,BUY,79.62,8000,637151.09,234.04,
2022-04-18,SELL,76.93,8000,,615489.41,615255.37
2022-04-20,BUY,77.82,7900,614962.43,526.97,
2022-04-27,SELL,75.56,7900,,597271.9,596744.92
2022-05-06,BUY,77.92,7600,592369.66,4902.24,
