date,action,price,shares,cost,cash_after,revenue
2018-01-16,BUY,11.45,8700,99644.88,355.12,
2018-01-30,SELL,10.9,8700,,95156.67,94801.55
2018-03-09,BUY,9.34,10100,94362.3,794.37,
2018-03-27,SELL,8.19,10100,,83488.55,82694.18
2018-04-10,BUY,8.67,9600,83256.97,231.58,
2018-05-03,SELL,8.0,9600,,77008.54,76776.96
2018-05-15,BUY,8.37,9100,76189.85,818.69,
2018-05-24,SELL,7.86,9100,,72323.23,71504.54
2018-06-19,BUY,7.12,10100,71933.57,389.66,
2018-06-22,SELL,7.1,10100,,72078.15,71688.49
2018-06-25,BUY,6.71,10700,71818.54,259.61,
2018-06-26,SELL,6.61,10700,,70965.39,70705.78
2018-07-11,BUY,6.03,11700,70572.17,393.22,
2018-08-16,SELL,6.16,11700,,72443.6,72050.38
2018-08-22,BUY,6.67,10800,72057.61,385.99,
2018-09-11,SELL,7.29,10800,,79094.37,78708.38
2018-09-25,BUY,7.93,9900,78530.55,563.82,
2018-10-12,SELL,7.68,9900,,76573.01,76009.19
2018-10-23,BUY,8.22,9300,76468.93,104.08,
2018-11-02,SELL,8.47,9300,,78851.45,78747.37
2019-01-08,BUY,7.04,11100,78167.44,684.0,
2019-03-12,SELL,9.74,11100,,108765.57,108081.57
2019-04-03,BUY,10.82,10000,108232.46,533.11,
2019-04-26,SELL,11.17,10000,,112199.6,111666.49
2019-06-11,BUY,10.03,11100,111366.4,833.2,
2019-07-11,SELL,11.07,11100,,123673.33,122840.14
2019-07-30,BUY,11.9,10300,122606.77,1066.56,
2019-08-02,SELL,11.27,10300,,117112.74,116046.18
2019-08-13,BUY,12.42,9400,116783.02,329.72,
2019-08-23,SELL,12.18,9400,,114787.37,114457.65
2019-09-10,BUY,12.08,9400,113586.07,1201.3,
2019-09-11,SELL,12.09,9400,,114813.21,113611.91
2019-09-23,BUY,12.91,8800,113642.08,1171.13,
2019-10-23,SELL,13.98,8800,,124158.22,122987.09
2019-12-12,BUY,13.13,9400,123459.03,699.19,
2020-01-15,SELL,14.05,9400,,132729.57,132030.38
2020-02-18,BUY,12.73,10400,132431.72,297.85,
2020-03-05,SELL,12.92,10400,,134625.54,134327.69
2020-03-06,BUY,12.56,10700,134432.32,193.23,
2020-03-16,SELL,11.28,10700,,120853.02,120659.79
2020-04-01,BUY,10.42,11500,119865.95,987.07,
2020-05-18,SELL,10.73,11500,,124345.05,123357.98
2020-06-03,BUY,11.28,11000,124117.22,227.83,
2020-06-15,SELL,10.56,11000,,116352.98,116125.15
2020-07-03,BUY,11.99,9700,116337.89,15.09,
2020-07-20,SELL,12.47,9700,,120937.8,120922.71
2020-08-12,BUY,12.12,9900,120024.0,913.8,
2020-08-28,SELL,12.87,9900,,128288.58,127374.78
2020-08-31,BUY,12.82,10000,128238.46,50.12,
2020-09-25,SELL,12.93,10000,,129311.33,129261.21
2020-10-14,BUY,13.77,9300,128099.42,1211.91,
2020-11-06,SELL,15.38,9300,,144203.0,142991.09
2020-11-23,BUY,17.36,8300,144131.23,71.77,
2020-12-07,SELL,16.65,8300,,138225.31,138153.54
2020-12-31,BUY,17.08,8000,136680.99,1544.32,
2021-01-06,SELL,17.3,8000,,139902.8,138358.48
2021-01-07,BUY,17.64,7900,139397.81,505.0,
2021-02-18,SELL,22.04,7900,,174568.76,174063.77
2021-03-30,BUY,19.67,8800,173147.93,1420.83,
2021-04-13,SELL,18.52,8800,,164347.94,162927.11
2021-04-21,BUY,20.75,7900,163974.18,373.76,
2021-05-24,SELL,21.4,7900,,169383.04,169009.28
2021-05-26,BUY,22.93,7300,167439.22,1943.83,
2021-06-02,SELL,21.81,7300,,161109.06,159165.24
2021-08-10,BUY,17.65,9100,160663.18,445.88,
2021-08-30,SELL,15.64,9100,,142727.18,142281.3
2021-09-08,BUY,17.15,8300,142387.7,339.48,
2021-09-23,SELL,15.6,8300,,129780.63,129441.16
2021-10-12,BUY,17.27,7500,129563.86,216.78,
2021-11-03,SELL,15.95,7500,,119805.89,119589.11
2021-11-23,BUY,15.8,7500,118535.55,1270.34,
2021-11-26,SELL,15.5,7500,,117485.46,116215.12
2021-12-06,BUY,16.02,7300,116981.08,504.38,
2021-12-20,SELL,15.44,7300,,113182.57,112678.19
2022-01-10,BUY,15.11,7400,111847.54,1335.02,
2022-01-17,SELL,14.14,7400,,105939.63,104604.61
2022-01-21,BUY,15.27,6900,105394.61,545.02,
2022-02-07,SELL,14.31,6900,,99254.4,98709.38
2022-02-10,BUY,14.91,6600,98435.52,818.88,
2022-02-23,SELL,14.11,6600,,93916.94,93098.06
2022-03-22,BUY,13.1,7100,93037.9,879.04,
2022-04-26,SELL,12.65,7100,,90667.09,89788.06
2022-05-24,BUY,12.32,7300,89962.98,704.11,
2022-05-25,SELL,12.31,7300,,90540.15,89836.04
2022-06-09,BUY,12.27,7300,89597.87,942.28,
2022-07-13,SELL,11.89,7300,,87713.24,86770.96
2022-08-12,BUY,10.53,8300,87425.22,288.02,
2022-09-22,SELL,10.44,8300,,86914.03,86626.0
2022-11-07,BUY,9.03,9600,86714.01,200.02,
2022-12-16,SELL,11.49,9600,,110470.93,110270.91
2023-01-05,BUY,12.63,8700,109913.96,556.97,
2023-02-01,SELL,12.85,8700,,112318.43,111761.46
2023-03-03,BUY,12.44,9000,111993.59,324.84,
2023-03-08,SELL,11.68,9000,,105413.3,105088.46
2023-04-04,BUY,10.8,9700,104791.43,621.88,
2023-04-26,SELL,10.27,9700,,100210.99,99589.11
2023-05-05,BUY,11.06,9000,99569.86,641.13,
2023-05-19,SELL,10.49,9000,,95022.81,94381.68
2023-06-09,BUY,10.03,9400,94310.28,712.52,
2023-06-27,SELL,9.72,9400,,92053.11,91340.59
2023-07-04,BUY,9.84,9300,91539.45,513.66,
2023-08-15,SELL,10.17,9300,,95066.28,94552.63
2023-09-07,BUY,9.77,9700,94797.43,268.85,
2023-09-21,SELL,9.49,9700,,92294.24,92025.38
2023-09-26,BUY,9.6,9600,92187.65,106.59,
2023-10-11,SELL,9.42,9600,,90511.46,90404.87
2023-11-06,BUY,9.13,9900,90414.12,97.34,
2023-11-15,SELL,8.81,9900,,87290.18,87192.83
2023-11-16,BUY,8.68,10000,86826.04,464.14,
2023-11-20,SELL,8.63,10000,,86738.25,86274.11
2023-11-22,BUY,8.6,10000,86025.8,712.45,
2023-11-27,SELL,8.45,10000,,85187.1,84474.65
2023-12-22,BUY,7.64,11100,84829.44,357.66,
2024-03-07,SELL,8.82,11100,,98230.28,97872.63
2024-04-19,BUY,9.13,10700,97720.31,509.98,
2024-05-31,SELL,9.55,10700,,102664.32,102154.34
2024-07-02,BUY,9.56,10700,102322.69,341.63,
2024-07-09,SELL,9.23,10700,,99073.01,98731.37
2024-07-15,BUY,9.49,10400,98725.61,347.4,
2024-07-25,SELL,9.25,10400,,96518.54,96171.14
2024-08-19,BUY,9.45,10200,96418.92,99.62,
2024-09-03,SELL,9.24,10200,,94319.35,94219.73
2024-09-25,BUY,9.66,9700,93730.11,589.24,
2024-10-24,SELL,11.15,9700,,108711.79,108122.55
2024-12-09,BUY,11.07,9800,108518.55,193.24,
2024-12-20,SELL,11.02,9800,,108156.84,107963.6
2024-12-24,BUY,11.26,9600,108128.43,28.42,
