date,action,price,shares,cost,cash_after,revenue
2018-02-08,BUY,9.79,10200,99887.96,112.04,
2018-07-24,SELL,6.78,10200,,69247.3,69135.25
2018-11-26,BUY,7.72,8900,68728.61,518.68,
2019-01-28,SELL,8.32,8900,,74544.47,74025.79
2019-05-07,BUY,10.33,7200,74398.31,146.16,
2019-06-20,SELL,11.18,7200,,80618.01,80471.85
2019-11-21,BUY,13.39,6000,80364.1,253.91,
2019-12-18,SELL,13.99,6000,,84168.72,83914.82
2020-01-22,BUY,13.62,6100,83106.92,1061.8,
2020-04-22,SELL,10.76,6100,,66678.11,65616.31
2020-11-16,BUY,15.11,4400,66503.95,174.16,
2020-11-19,SELL,16.59,4400,,73148.26,72974.1
2020-12-23,BUY,15.74,4600,72425.72,722.54,
2021-01-08,SELL,17.59,4600,,81612.27,80889.73
2021-06-21,BUY,20.08,4000,80344.1,1268.17,
2022-04-06,SELL,14.31,4000,,58491.0,57222.83
2022-05-10,BUY,12.51,4600,57563.26,927.74,
2022-07-01,SELL,12.84,4600,,59974.02,59046.28
2022-07-15,BUY,11.16,5300,59165.74,808.27,
2022-09-01,SELL,10.76,5300,,57819.16,57010.89
2022-09-27,BUY,10.3,5600,57697.3,121.86,
2022-11-15,SELL,10.16,5600,,57000.79,56878.93
2023-03-10,BUY,11.29,5000,56466.93,533.86,
2023-04-18,SELL,11.15,5000,,56267.13,55733.28
2023-04-25,BUY,10.43,5300,55295.58,971.55,
2023-05-09,SELL,11.31,5300,,60896.57,59925.02
2023-06-27,BUY,9.72,6200,60282.08,614.49,
2023-07-26,SELL,10.11,6200,,63277.68,62663.2
2023-08-22,BUY,9.81,6400,62802.84,474.85,
2024-01-26,SELL,8.06,6400,,52043.37,51568.52
2024-04-15,BUY,8.73,5900,51522.45,520.92,
2024-04-19,SELL,9.13,5900,,54371.76,53850.84
2024-08-07,BUY,9.09,5900,53647.09,724.67,
2024-08-21,SELL,9.51,5900,,56816.84,56092.17
2024-09-12,BUY,8.9,6300,56086.82,730.02,
2024-09-27,SELL,10.58,6300,,67364.02,66634.0
2024-11-26,BUY,10.67,6300,67241.17,122.85,
