date,action,price,shares,cost,cash_after,revenue
2020-04-02,BUY,54.87,8400,461046.27,673.09,
2020-05-15,SELL,67.03,8400,,563556.17,562883.08
2020-05-18,BUY,64.99,8600,559081.67,4474.5,
2020-06-01,SELL,70.06,8600,,606809.74,602335.25
2020-06-02,BUY,69.24,8700,602568.72,4241.03,
2020-06-04,SELL,69.66,8700,,610101.21,605860.19
2020-06-10,BUY,73.37,8300,609153.69,947.52,
2020-07-06,SELL,85.1,8300,,707065.62,706118.1
2020-07-07,BUY,94.98,7400,703062.86,4002.77,
2020-07-23,SELL,104.94,7400,,780325.8,776323.03
2020-08-31,BUY,100.96,7700,777625.22,2700.58,
2020-09-08,SELL,90.16,7700,,696724.31,694023.73
2020-09-22,BUY,97.71,7100,693949.12,2775.19,
2020-09-28,SELL,93.5,7100,,666426.04,663650.84
2020-09-30,BUY,102.55,6400,656516.9,9909.14,
2020-11-13,SELL,127.0,6400,,822465.3,812556.16
2020-12-09,BUY,134.1,6100,818255.4,4209.9,
2021-01-15,SELL,197.74,6100,,1210062.03,1205852.14
2021-02-18,BUY,206.88,5800,1200263.97,9798.06,
2021-02-22,SELL,194.66,5800,,1138487.35,1128689.29
2021-03-19,BUY,162.16,7000,1135460.54,3026.82,
2021-03-23,SELL,155.16,7000,,1088820.98,1085794.16
2021-03-31,BUY,165.31,6500,1074837.35,13983.63,
2021-05-13,SELL,181.38,6500,,1192599.94,1178616.31
2021-05-25,BUY,206.06,5700,1174894.36,17705.57,
2021-06-10,SELL,227.79,5700,,1315719.05,1298013.48
2021-06-11,BUY,237.43,5500,1306256.76,9462.29,
2021-07-19,SELL,277.29,5500,,1534099.76,1524637.47
2021-08-26,BUY,275.9,5500,1517905.23,16194.53,
2021-08-31,SELL,261.39,5500,,1453408.24,1437213.71
2021-09-08,BUY,265.9,5400,1436290.76,17117.48,
2021-09-23,SELL,260.34,5400,,1422531.73,1405414.25
2021-09-28,BUY,264.48,5300,1402164.52,20367.2,
2021-11-15,SELL,330.9,5300,,1773611.07,1753243.87
2021-12-03,BUY,368.13,4800,1767554.11,6056.97,
2021-12-07,SELL,335.9,4800,,1617893.27,1611836.3
2022-01-17,BUY,323.6,4900,1586115.69,31777.58,
2022-02-10,SELL,274.29,4900,,1375395.37,1343617.79
2022-02-28,BUY,282.77,4800,1357703.19,17692.18,
2022-03-08,SELL,239.49,4800,,1166899.32,1149207.13
2022-03-17,BUY,277.85,4100,1139526.76,27372.56,
2022-04-12,SELL,248.68,4100,,1046654.69,1019282.12
2022-05-12,BUY,210.63,4900,1032396.63,14258.06,
2022-07-06,SELL,276.46,4900,,1368505.66,1354247.6
2022-08-18,BUY,289.13,4700,1359318.67,9186.99,
2022-08-29,SELL,265.35,4700,,1255957.85,1246770.86
2022-09-28,BUY,218.37,5700,1245082.41,10875.43,
2022-10-11,SELL,218.1,5700,,1253672.48,1242797.05
2022-10-12,BUY,230.06,5400,1242696.7,10975.79,
2022-10-28,SELL,189.88,5400,,1036020.18,1025044.39
2022-11-07,BUY,214.88,4800,1031733.43,4286.75,
2022-11-23,SELL,197.67,4800,,952818.11,948531.36
2022-11-24,BUY,196.05,4800,941322.31,11495.8,
2022-11-28,SELL,192.55,4800,,935458.52,923962.73
2022-11-30,BUY,200.71,4600,923542.98,11915.54,
2022-12-26,SELL,211.22,4600,,983236.06,971320.52
2023-01-10,BUY,226.82,4300,975618.6,7617.46,
2023-02-08,SELL,235.27,4300,,1018974.96,1011357.5
2023-03-23,BUY,208.14,4800,999371.72,19603.24,
2023-04-26,SELL,212.72,4800,,1040352.93,1020749.68
2023-04-27,BUY,219.22,4700,1030643.1,9709.83,
2023-05-23,SELL,213.64,4700,,1013516.59,1003806.77
2023-06-16,BUY,219.32,4600,1009174.66,4341.93,
2023-07-19,SELL,207.72,4600,,959567.28,955225.35
2023-07-31,BUY,225.97,4200,949358.72,10208.56,
2023-08-16,SELL,220.82,4200,,937374.32,927165.77
2023-09-04,BUY,225.87,4100,926344.82,11029.5,
2023-09-08,SELL,211.16,4100,,876525.78,865496.27
2023-10-30,BUY,176.24,4900,863835.07,12690.7,
2023-11-23,SELL,165.92,4900,,825454.8,812764.1
2023-12-13,BUY,147.57,5500,811878.49,13576.31,
2023-12-14,SELL,144.85,5500,,810012.31,796436.0
2023-12-25,BUY,145.76,5500,801920.5,8091.8,
2024-01-31,SELL,139.81,5500,,776816.12,768724.31
2024-02-06,BUY,146.55,5200,762288.62,14527.5,
2024-03-11,SELL,169.07,5200,,893427.75,878900.25
2024-03-12,BUY,174.06,5100,887972.31,5455.44,
2024-04-01,SELL,186.06,5100,,954076.77,948621.33
2024-04-02,BUY,187.92,5000,939881.88,14194.89,
2024-04-10,SELL,180.96,5000,,918723.45,904528.56
2024-04-30,BUY,195.84,4600,901134.26,17589.19,
2024-05-15,SELL,191.13,4600,,896523.43,878934.24
2024-07-15,BUY,171.36,5200,891339.32,5184.11,
2024-08-05,SELL,170.24,5200,,890166.53,884982.43
2024-08-21,BUY,167.25,5300,886690.93,3475.6,
2024-10-18,SELL,243.13,5300,,1291678.03,1288202.42
2024-11-13,BUY,275.24,4600,1266483.83,25194.2,
2024-11-19,SELL,261.96,4600,,1229848.69,1204654.5
2024-12-13,BUY,260.27,4700,1223635.98,6212.71,
2024-12-17,SELL,267.04,4700,,1260924.18,1254711.47
2024-12-18,BUY,264.65,4700,1244228.16,16696.03,
2024-12-23,SELL,256.74,4700,,1223012.02,1206316.0
