symbol,latest_date,latest_close,ma20,ma60,ma120,rsi14,macd_dif,macd_dea,boll_upper,boll_mid,boll_lower,ret_5d_pct,ret_20d_pct,ret_60d_pct,ret_120d_pct
000858,2026-03-06,102.4,105.173,106.92999999999999,112.93375,41.4182090562949,-1.248997340151945,-0.9017546489928843,109.60291692923751,105.173,100.7430830707625,-0.7944196861073394,-2.4761904761904763,-9.396566979295695,-18.717256707413878
