date,signal_alias,stock_code,industry,score,future_return,benchmark_return,excess_return,weight
2025-09-01,stage4_1_tree,688031,TMT科技,0.0075912766523209,-0.09366621983914203,-0.011695160723041706,-0.08197105911610032,0.25
2025-09-01,stage4_1_tree,600025,周期公用,0.0007168516125175,0.04299889746416774,-0.011695160723041706,0.054694058187209446,0.25
2025-09-01,stage4_1_tree,600051,消费服务,0.0007168516125175,0.0095628415300546,-0.011695160723041706,0.021258002253096306,0.25
2025-09-01,stage4_1_tree,600127,消费服务,0.0007168516125175,-0.012820512820512775,-0.011695160723041706,-0.001125352097471069,0.25
2025-09-08,stage4_1_tree,600025,周期公用,0.0032330017508973,-0.016913319238900826,0.010635996462297041,-0.02754931570119787,0.25
2025-09-08,stage4_1_tree,600051,消费服务,0.0032330017508973,-0.005412719891745521,0.010635996462297041,-0.016048716354042564,0.25
2025-09-08,stage4_1_tree,600127,消费服务,0.0032330017508973,0.00721500721500723,0.010635996462297041,-0.003420989247289811,0.25
2025-09-08,stage4_1_tree,600548,周期公用,0.0032330017508973,-0.05038022813688203,0.010635996462297041,-0.061016224599179075,0.25
2025-09-15,stage4_1_tree,603335,工业制造,0.0154024074985193,-0.008576329331046462,-0.0034164840942350412,-0.005159845236811421,0.25
2025-09-15,stage4_1_tree,600025,周期公用,0.0032330017508973,-0.011827956989247101,-0.0034164840942350412,-0.00841147289501206,0.25
2025-09-15,stage4_1_tree,600051,消费服务,0.0032330017508973,-0.032653061224489854,-0.0034164840942350412,-0.029236577130254814,0.25
2025-09-15,stage4_1_tree,600127,消费服务,0.0032330017508973,-0.028653295128939882,-0.0034164840942350412,-0.02523681103470484,0.25
2025-09-22,stage4_1_tree,600025,周期公用,0.0032330017508973,0.03264417845484213,0.008138583819130732,0.0245055946357114,0.25
2025-09-22,stage4_1_tree,600153,消费服务,0.0032330017508973,-0.04784688995215314,0.008138583819130732,-0.05598547377128387,0.25
2025-09-22,stage4_1_tree,603237,消费服务,0.0032330017508973,-0.015529672767609415,0.008138583819130732,-0.023668256586740148,0.25
2025-09-22,stage4_1_tree,603341,TMT科技,0.0032330017508973,0.03722466960352433,0.008138583819130732,0.029086085784393596,0.25
2025-09-29,stage4_1_tree,600051,消费服务,0.0032330017508973,0.0,-0.01960225849013989,0.01960225849013989,0.25
2025-09-29,stage4_1_tree,600548,周期公用,0.0032330017508973,0.00694444444444442,-0.01960225849013989,0.02654670293458431,0.25
2025-09-29,stage4_1_tree,601222,周期公用,0.0032330017508973,0.0,-0.01960225849013989,0.01960225849013989,0.25
2025-09-29,stage4_1_tree,605589,工业制造,0.0032330017508973,-0.06021840873634965,-0.01960225849013989,-0.04061615024620976,0.25
2025-10-14,stage4_1_tree,600025,周期公用,0.0068243253785692,0.020408163265306145,-0.00046216503741426445,0.020870328302720408,0.25
2025-10-14,stage4_1_tree,600548,周期公用,0.0068243253785692,-0.0049261083743843415,-0.00046216503741426445,-0.004463943336970077,0.25
2025-10-14,stage4_1_tree,688147,TMT科技,0.0027460956640964,-0.01660407195097835,-0.00046216503741426445,-0.016141906913564086,0.25
2025-10-14,stage4_1_tree,600051,消费服务,0.0007494515236333,0.036111111111111205,-0.00046216503741426445,0.03657327614852547,0.25
2025-10-21,stage4_1_tree,600127,消费服务,0.0068243253785692,0.007363770250368162,0.03071313191316018,-0.023349361662792018,0.25
2025-10-21,stage4_1_tree,600153,消费服务,0.0068243253785692,0.010837438423645374,0.03071313191316018,-0.019875693489514807,0.25
2025-10-21,stage4_1_tree,605090,周期公用,0.0027460956640964,-0.027517387360145307,0.03071313191316018,-0.058230519273305484,0.25
2025-10-21,stage4_1_tree,688147,TMT科技,0.0027460956640964,0.11537688442211036,0.03071313191316018,0.08466375250895018,0.25
2025-10-28,stage4_1_tree,603335,工业制造,0.0068243253785692,0.037953795379537913,-0.015585745410165809,0.05353954078970372,0.25
2025-10-28,stage4_1_tree,688147,TMT科技,0.0027460956640964,-0.09587313029374667,-0.015585745410165809,-0.08028738488358086,0.25
2025-10-28,stage4_1_tree,600051,消费服务,0.0007494515236333,0.019710906701708275,-0.015585745410165809,0.035296652111874084,0.25
2025-10-28,stage4_1_tree,600127,消费服务,0.0007494515236333,-0.0014619883040934978,-0.015585745410165809,0.014123757106072311,0.25
2025-11-04,stage4_1_tree,600025,周期公用,0.0007494515236333,-0.006091370558375719,0.015333413148671812,-0.02142478370704753,0.25
2025-11-04,stage4_1_tree,600127,消费服务,0.0007494515236333,0.017569546120058677,0.015333413148671812,0.002236132971386865,0.25
2025-11-04,stage4_1_tree,600153,消费服务,0.0007494515236333,0.025515210991167825,0.015333413148671812,0.010181797842496013,0.25
2025-11-04,stage4_1_tree,600548,周期公用,0.0007494515236333,0.0009661835748790981,0.015333413148671812,-0.014367229573792713,0.25
2025-11-11,stage4_1_tree,688031,TMT科技,0.0024487812438561,0.05971277399848818,0.0008996226462769476,0.05881315135221123,0.25
2025-11-11,stage4_1_tree,600127,消费服务,0.0023863012650744,0.005755395683453068,0.0008996226462769476,0.0048557730371761205,0.25
2025-11-11,stage4_1_tree,600548,周期公用,0.0023863012650744,-0.03281853281853275,0.0008996226462769476,-0.0337181554648097,0.25
2025-11-11,stage4_1_tree,600865,消费服务,0.0023863012650744,-0.0010493179433369582,0.0008996226462769476,-0.0019489405896139058,0.25
2025-11-18,stage4_1_tree,600025,周期公用,0.0023863012650744,0.0010593220338983578,-0.03430405656540343,0.03536337859930179,0.25
2025-11-18,stage4_1_tree,600127,消费服务,0.0023863012650744,0.02145922746781137,-0.03430405656540343,0.0557632840332148,0.25
2025-11-18,stage4_1_tree,600153,消费服务,0.0023863012650744,-0.039690222652468576,-0.03430405656540343,-0.0053861660870651445,0.25
2025-11-18,stage4_1_tree,600548,周期公用,0.0023863012650744,0.0029940119760478723,-0.03430405656540343,0.037298068541451304,0.25
2025-11-25,stage4_1_tree,600127,消费服务,0.0024487812438561,0.008403361344537785,0.009827282518977938,-0.0014239211744401532,0.25
2025-11-25,stage4_1_tree,600153,消费服务,0.0023863012650744,-0.0493951612903224,0.009827282518977938,-0.059222443809300335,0.25
2025-11-25,stage4_1_tree,600865,消费服务,0.0023863012650744,0.060572687224669464,0.009827282518977938,0.05074540470569153,0.25
2025-11-25,stage4_1_tree,600967,工业制造,0.0023863012650744,-0.029977375565610753,0.009827282518977938,-0.03980465808458869,0.25
2025-12-02,stage4_1_tree,688147,TMT科技,0.0024487812438561,0.09146919431279588,0.0014157565538840575,0.09005343775891182,0.25
2025-12-02,stage4_1_tree,600025,周期公用,0.0023863012650744,-0.014721345951629772,0.0014157565538840575,-0.01613710250551383,0.25
2025-12-02,stage4_1_tree,600153,消费服务,0.0023863012650744,0.0042417815482502785,0.0014157565538840575,0.002826024994366221,0.25
2025-12-02,stage4_1_tree,600548,周期公用,0.0023863012650744,-0.043887147335423204,0.0014157565538840575,-0.045302903889307265,0.25
