date,signal_alias,stock_code,industry,score,future_return,benchmark_return,excess_return,weight
2025-04-22,stage5_2_selector,688133,工业制造,1.5657645818593882,-0.03932151117964522,-0.01825062469028939,-0.021070886489355827,0.25
2025-04-22,stage5_2_selector,688045,TMT科技,0.7310804008312913,-0.033695652173912904,-0.01825062469028939,-0.015445027483623513,0.25
2025-04-22,stage5_2_selector,600025,周期公用,0.1358874696580182,0.01967213114754096,-0.01825062469028939,0.03792275583783035,0.25
2025-04-22,stage5_2_selector,600051,消费服务,0.1358874696580182,0.08422664624808562,-0.01825062469028939,0.10247727093837501,0.25
2025-04-29,stage5_2_selector,603335,工业制造,3.183254498662364,0.03872437357630987,0.01874148615081282,0.01998288742549705,0.25
2025-04-29,stage5_2_selector,600051,消费服务,1.2869615697529488,-0.031073446327683718,0.01874148615081282,-0.04981493247849654,0.25
2025-04-29,stage5_2_selector,600025,周期公用,-0.0652386664256659,0.02893890675241151,0.01874148615081282,0.01019742060159869,0.25
2025-04-29,stage5_2_selector,600127,消费服务,-0.0652386664256659,0.05413533834586448,0.01874148615081282,0.03539385219505166,0.25
2025-05-09,stage5_2_selector,688528,TMT科技,1.1788850662431207,0.007423117709438154,-0.009766478390468963,0.01718959609990712,0.25
2025-05-09,stage5_2_selector,600025,周期公用,1.0355030327145105,-0.008333333333333526,-0.009766478390468963,0.0014331450571354373,0.25
2025-05-09,stage5_2_selector,688031,TMT科技,0.7849995186786961,-0.026020816653322787,-0.009766478390468963,-0.016254338262853822,0.25
2025-05-09,stage5_2_selector,688147,TMT科技,0.7699903281492391,-0.019420076340989856,-0.009766478390468963,-0.009653597950520893,0.25
2025-05-16,stage5_2_selector,600025,周期公用,0.4629561562701704,0.028361344537815247,-0.006513280220251029,0.034874624758066276,0.25
2025-05-16,stage5_2_selector,600127,消费服务,0.4629561562701704,-0.020408163265306256,-0.006513280220251029,-0.013894883045055227,0.25
2025-05-16,stage5_2_selector,600153,消费服务,0.4629561562701704,0.004149377593360981,-0.006513280220251029,0.01066265781361201,0.25
2025-05-16,stage5_2_selector,600548,周期公用,0.4629561562701704,0.015474239941744017,-0.006513280220251029,0.021987520161995046,0.25
2025-05-23,stage5_2_selector,600025,周期公用,1.649250049044815,0.008171603677221695,0.006516091535707635,0.0016555121415140596,0.25
2025-05-23,stage5_2_selector,600548,周期公用,1.649250049044815,-0.008067407673001181,0.006516091535707635,-0.014583499208708817,0.25
2025-05-23,stage5_2_selector,600051,消费服务,0.1303629929279592,0.015873015873015817,0.006516091535707635,0.00935692433730818,0.25
2025-05-23,stage5_2_selector,600127,消费服务,0.1303629929279592,0.0014880952380953438,0.006516091535707635,-0.0050279962976122914,0.25
2025-05-30,stage5_2_selector,603237,消费服务,2.183666733238641,-0.03822714681440453,0.01583337316876456,-0.05406051998316909,0.25
2025-05-30,stage5_2_selector,605090,周期公用,1.0676859889953971,0.013411119983137931,0.01583337316876456,-0.002422253185626628,0.25
2025-05-30,stage5_2_selector,688133,工业制造,0.7390527557837309,0.03310344827586209,0.01583337316876456,0.01727007510709753,0.25
2025-05-30,stage5_2_selector,600025,周期公用,0.4950320573639711,-0.037487335359675855,0.01583337316876456,-0.05332070852844041,0.25
2025-06-09,stage5_2_selector,603237,消费服务,2.0736198078479324,-0.02995391705069117,-0.017591440915007802,-0.012362476135683368,0.25
2025-06-09,stage5_2_selector,600025,周期公用,1.2462023190955498,0.0031578947368422483,-0.017591440915007802,0.02074933565185005,0.25
2025-06-09,stage5_2_selector,605090,周期公用,1.029464276069648,-0.001897677243054341,-0.017591440915007802,0.01569376367195346,0.25
2025-06-09,stage5_2_selector,688133,工业制造,0.8465513309177856,-0.02759234534935462,-0.017591440915007802,-0.010000904434346817,0.25
2025-06-16,stage5_2_selector,600051,消费服务,1.4959170195662734,-0.009708737864077666,-0.005732027337430127,-0.003976710526647539,0.25
2025-06-16,stage5_2_selector,600127,消费服务,1.4959170195662734,0.007246376811594235,-0.005732027337430127,0.012978404149024361,0.25
2025-06-16,stage5_2_selector,603341,TMT科技,1.4959170195662734,0.01661474558670828,-0.005732027337430127,0.022346772924138406,0.25
2025-06-16,stage5_2_selector,600025,周期公用,0.0486254934756128,0.024134312696747262,-0.005732027337430127,0.029866340034177388,0.25
2025-06-23,stage5_2_selector,600025,周期公用,0.7674620752499344,-0.021516393442623016,0.05182957490025233,-0.07334596834287535,0.25
2025-06-23,stage5_2_selector,600127,消费服务,0.7674620752499344,-0.01151079136690647,0.05182957490025233,-0.0633403662671588,0.25
2025-06-23,stage5_2_selector,603341,TMT科技,0.7674620752499344,0.03753830439223682,0.05182957490025233,-0.014291270508015506,0.25
2025-06-23,stage5_2_selector,600153,消费服务,0.2047186110522103,0.04845360824742251,0.05182957490025233,-0.003375966652829819,0.25
2025-06-30,stage5_2_selector,600025,周期公用,0.6485607666385793,0.012565445026177846,0.005576341424148195,0.006989103602029651,0.25
2025-06-30,stage5_2_selector,688528,TMT科技,0.6121499732586624,-0.012548262548262468,0.005576341424148195,-0.018124603972410662,0.25
2025-06-30,stage5_2_selector,688147,TMT科技,0.353850469302918,0.001325381047050822,0.005576341424148195,-0.004250960377097373,0.25
2025-06-30,stage5_2_selector,600051,消费服务,0.3151590322676531,0.045454545454545636,0.005576341424148195,0.03987820403039744,0.25
2025-07-07,stage5_2_selector,688133,工业制造,2.2331468373274537,0.02045075125208684,0.020375739892339807,7.501135974703407e-05,0.25
2025-07-07,stage5_2_selector,600025,周期公用,0.2155865099551464,-0.020682523267838593,0.020375739892339807,-0.041058263160178396,0.25
2025-07-07,stage5_2_selector,600127,消费服务,0.2155865099551464,-0.00712250712250706,0.020375739892339807,-0.027498247014846867,0.25
2025-07-07,stage5_2_selector,600153,消费服务,0.2155865099551464,0.02215799614643532,0.020375739892339807,0.0017822562540955149,0.25
2025-07-14,stage5_2_selector,688133,工业制造,1.3154071548728363,0.05725971370143168,0.0204919608873638,0.03676775281406788,0.25
2025-07-14,stage5_2_selector,600153,消费服务,0.9760775919334324,-0.03864278982092362,0.0204919608873638,-0.059134750708287415,0.25
2025-07-14,stage5_2_selector,688147,TMT科技,0.7168805513519838,0.013961038961038952,0.0204919608873638,-0.006530921926324849,0.25
2025-07-14,stage5_2_selector,600051,消费服务,0.6006348196755714,-0.003821656050955302,0.0204919608873638,-0.024313616938319103,0.25
2025-07-21,stage5_2_selector,688031,TMT科技,0.902881158353784,0.060599877576004824,0.01678634951838706,0.04381352805761776,0.25
2025-07-21,stage5_2_selector,688528,TMT科技,0.6486104300442748,0.01426024955436711,0.01678634951838706,-0.002526099964019951,0.25
2025-07-21,stage5_2_selector,688147,TMT科技,0.6037695475375138,0.04739032981107916,0.01678634951838706,0.030603980292692096,0.25
2025-07-21,stage5_2_selector,600051,消费服务,0.4407962964011224,-0.011508951406649648,0.01678634951838706,-0.02829530092503671,0.25
2025-07-28,stage5_2_selector,688045,TMT科技,0.8863497603648125,0.03755741691434755,0.006415482108389077,0.031141934805958477,0.25
2025-07-28,stage5_2_selector,600025,周期公用,0.2860457885210488,-0.0021574973031283085,0.006415482108389077,-0.008572979411517386,0.25
2025-07-28,stage5_2_selector,600051,消费服务,0.2860457885210488,-0.011642949547218673,0.006415482108389077,-0.01805843165560775,0.25
2025-07-28,stage5_2_selector,600127,消费服务,0.2860457885210488,-0.007153075822603827,0.006415482108389077,-0.013568557930992904,0.25
2025-08-04,stage5_2_selector,688045,TMT科技,0.838944567401494,0.013541666666666785,0.02400443465774619,-0.010462767991079404,0.25
2025-08-04,stage5_2_selector,688147,TMT科技,0.838944567401494,0.02605091770278256,0.02400443465774619,0.002046483045036372,0.25
2025-08-04,stage5_2_selector,600025,周期公用,0.2497443108633058,-0.007567567567567601,0.02400443465774619,-0.03157200222531379,0.25
2025-08-04,stage5_2_selector,600051,消费服务,0.2497443108633058,0.035340314136125706,0.02400443465774619,0.011335879478379517,0.25
