date,stock_code,split,label_excess_ret_5d,pred_ridge,fit_start_date,fit_end_date,pred_tree
2024-05-20,600548,val,0.07247900125716725,-0.00399336157868936,2020-04-03,2024-05-16,0.005493105894247046
2024-05-20,600865,val,-0.006140478613744636,-0.009679633048062426,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-20,600967,val,-0.019992086239985017,0.004464809488483524,2020-04-03,2024-05-16,-0.0002747814704929924
2024-05-20,601222,val,0.03407642102206502,0.0025035542630614934,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-20,603237,val,0.01588329940431691,-2.1801714477741053e-06,2020-04-03,2024-05-16,-0.0002747814704929924
2024-05-20,603335,val,-0.029349762327230043,0.015311143973973046,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-20,603658,val,-0.013181648195306615,-0.0030906012852094434,2020-04-03,2024-05-16,0.005493105894247046
2024-05-20,605090,val,-0.0032501440528248313,0.0006265675485186508,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-20,605589,val,-0.004639288957378383,-0.002845912455468409,2020-04-03,2024-05-16,-0.0002747814704929924
2024-05-20,688031,val,-0.03074419854509288,0.0012579549391777923,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-20,688045,val,0.0383311937324922,0.0002959030143533277,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-20,688133,val,-0.04538061739480367,0.007228023540455124,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-20,688147,val,-0.00022704870711439534,0.003087480938608419,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-20,688528,val,-0.012110372292039782,0.0072753686272027255,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-21,600025,val,0.061884033292525176,-0.0017003129882658514,2020-04-03,2024-05-16,0.005493105894247046
2024-05-21,600051,val,-0.0005125846368795907,0.0037995546322415006,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-21,600127,val,-0.034600322817538054,0.0028481616689786105,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-21,600153,val,-0.028394058369360767,-0.010772581957500672,2020-04-03,2024-05-16,-0.0009190439265113923
2024-05-21,600548,val,0.05608420163594613,-0.0005822127407844654,2020-04-03,2024-05-16,0.005493105894247046
2024-05-21,600865,val,-0.020163863432453525,-0.003987420021094739,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-21,600967,val,-0.023931058536683595,0.0010453715990605072,2020-04-03,2024-05-16,0.005493105894247046
2024-05-21,601222,val,0.05104726949450894,0.004883966657044555,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-21,603237,val,0.005162640921765823,0.0013431876693197327,2020-04-03,2024-05-16,-0.0002747814704929924
2024-05-21,603335,val,-0.02371441550000092,0.006353329374156794,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-21,603658,val,-0.017611040333318565,0.00013858636893293455,2020-04-03,2024-05-16,0.005493105894247046
2024-05-21,605090,val,0.05503305612414516,0.00018008409059915866,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-21,605589,val,0.036780938349414594,-0.006954515739914047,2020-04-03,2024-05-16,0.005493105894247046
2024-05-21,688031,val,-0.055947091071604726,0.0005638190614642956,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-21,688045,val,0.022967787370108347,0.0017947067791251974,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-21,688133,val,-0.024883199597382003,-0.004914452892717222,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-21,688147,val,0.016659076867653607,-0.0016972223742143316,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-21,688528,val,-0.015208337090363903,0.006153033264833548,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-22,600025,val,0.07669982192052877,-0.0022786184984404504,2020-04-03,2024-05-16,0.005493105894247046
2024-05-22,600051,val,-0.01540461086747619,0.0065149689261171815,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-22,600127,val,-0.024953653203403762,0.0041312404400297075,2020-04-03,2024-05-16,0.005493105894247046
2024-05-22,600153,val,-0.031734577197442715,-0.0005756464129393954,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-22,600548,val,-0.0023107088846856007,-0.014040912065737333,2020-04-03,2024-05-16,-0.013975050829800441
2024-05-22,600865,val,-0.019829815292680634,-0.001991023487256998,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-22,600967,val,-0.02078182436651727,0.005305341679808781,2020-04-03,2024-05-16,0.005493105894247046
2024-05-22,601222,val,0.031250327850439186,0.003635271659349046,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-22,603237,val,0.0033511797003946096,0.0019382927282792642,2020-04-03,2024-05-16,0.005493105894247046
2024-05-22,603335,val,-0.01139559414659536,0.005445713897644433,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-22,603658,val,0.005346026913509102,-0.001654493154273907,2020-04-03,2024-05-16,0.005493105894247046
2024-05-22,605090,val,0.0808985707866105,0.0009800918227350467,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-22,605589,val,0.04944704205857481,0.0020645179068430235,2020-04-03,2024-05-16,0.005493105894247046
2024-05-22,688031,val,-0.0489035761210162,-0.0020896146142244964,2020-04-03,2024-05-16,-0.0009190439265113923
2024-05-22,688045,val,0.011987727086161411,-0.007761269085735972,2020-04-03,2024-05-16,-0.0009190439265113923
2024-05-22,688133,val,-0.046199873379664746,-7.809640459510463e-05,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-22,688147,val,0.001872528620362076,-0.0034400529767201304,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-22,688528,val,0.005592611742649519,0.0023893700903828917,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-23,600025,val,0.04080400018807129,0.0003835996106818694,2020-04-03,2024-05-16,0.005493105894247046
2024-05-23,600051,val,-0.02813850278564889,0.003524616524130096,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-23,600127,val,-0.02344560855852218,0.003876038424547135,2020-04-03,2024-05-16,0.005493105894247046
2024-05-23,600153,val,-0.05515143483006091,0.0007206758856863078,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-23,600548,val,-0.01494657242489017,-0.008183390230005302,2020-04-03,2024-05-16,-0.013975050829800441
2024-05-23,600865,val,-0.01043306489659912,-0.00395030310547744,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-23,600967,val,-0.02702914614825458,0.0014748348859085795,2020-04-03,2024-05-16,0.005493105894247046
2024-05-23,601222,val,0.022742292750097648,0.00874270599944114,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-23,603237,val,-0.019938185594162827,0.0005046722665923469,2020-04-03,2024-05-16,0.005493105894247046
2024-05-23,603335,val,0.03495042313466634,0.007491395825216911,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-23,603658,val,0.006962891519862402,-0.0014721101602810046,2020-04-03,2024-05-16,0.005493105894247046
2024-05-23,605090,val,0.09292794586075204,0.0026930914286584146,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-23,605589,val,0.0771629075718413,0.0005209281474652661,2020-04-03,2024-05-16,0.005493105894247046
2024-05-23,688031,val,-0.05651207037427963,-0.004541313948513267,2020-04-03,2024-05-16,-0.013975050829800441
2024-05-23,688045,val,0.05365608949534384,-0.010136967625898476,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-23,688133,val,-0.029864355791894726,-0.0009976670162130743,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-23,688147,val,0.01985107840451772,-0.0024464266864871217,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-23,688528,val,-0.01731823052436987,0.0002907022258132354,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-24,600025,val,0.004737194170702185,-0.007381742481332293,2020-04-03,2024-05-16,-0.013975050829800441
2024-05-24,600051,val,-0.05134715907524011,0.00649617153292388,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-24,600127,val,-0.047002269032367025,0.006287051622176399,2020-04-03,2024-05-16,0.005493105894247046
2024-05-24,600153,val,-0.05000450645399855,0.0012506094516894584,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-24,600548,val,-0.025739686188729894,-0.0033861184328583885,2020-04-03,2024-05-16,-0.0009190439265113923
2024-05-24,600865,val,-0.019585992041581613,-0.0011809745045658114,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-24,600967,val,-0.019403596841407567,0.004477938523552248,2020-04-03,2024-05-16,0.005493105894247046
2024-05-24,601222,val,-0.00694276306830054,-0.0005442388666703033,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-24,603237,val,-0.022056160340657483,0.00341923627483882,2020-04-03,2024-05-16,0.005493105894247046
2024-05-24,603335,val,-0.02111189517774691,0.0028313067431624483,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-24,603658,val,-0.02202556596051518,-0.0012058864375370712,2020-04-03,2024-05-16,0.005493105894247046
2024-05-24,605090,val,0.04594330204300713,0.0021001477070780026,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-24,605589,val,0.14944566519324498,0.00044813140928514554,2020-04-03,2024-05-16,0.005493105894247046
2024-05-24,688031,val,-0.0010218125104210947,-0.0026456991376737227,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-24,688045,val,0.0762236670493275,-0.0049799387742763745,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-24,688133,val,-0.02997659663583817,0.0008262765866840477,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-24,688147,val,0.04460677347187959,-0.0021746644655725174,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-24,688528,val,-0.027137692650441626,-0.006142524299638306,2020-04-03,2024-05-16,-0.013975050829800441
2024-05-27,600025,val,0.054066891576765495,-0.002346287678400721,2020-04-03,2024-05-16,-0.0009190439265113923
2024-05-27,600051,val,-0.06861864978857266,0.007503490744682955,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-27,600127,val,-0.016661898985063293,0.003144495338961241,2020-04-03,2024-05-16,0.005493105894247046
2024-05-27,600153,val,-0.058611474832944134,0.005129182876095165,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-27,600548,val,-0.03924369221462374,0.003103105189065081,2020-04-03,2024-05-16,-0.0009190439265113923
2024-05-27,600865,val,-0.03593415215562155,-0.006055716074212166,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-27,600967,val,-0.004862667772214201,0.0017024699272646135,2020-04-03,2024-05-16,0.005493105894247046
2024-05-27,601222,val,-0.02545485453140348,0.0017702248695322818,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-27,603237,val,-0.010462417186679927,0.0012028554702149666,2020-04-03,2024-05-16,-0.0002747814704929924
2024-05-27,603335,val,-0.031357755101348285,0.0037975058570130413,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-27,603658,val,0.0038781935242971034,-0.0018906884369373801,2020-04-03,2024-05-16,0.005493105894247046
2024-05-27,605090,val,0.02506491708297445,-0.0028665690514315047,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-27,605589,val,0.16015683766818836,-0.006420119982973858,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-27,688031,val,0.05347669063313234,0.00482051672737636,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-27,688045,val,0.01436958320897699,-0.013183621460239452,2020-04-03,2024-05-16,-0.013975050829800441
2024-05-27,688133,val,-0.05052201984683389,0.0010096948337896317,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-27,688147,val,0.044659075900561195,-5.471118072473707e-05,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-27,688528,val,-0.05497664812119427,-0.0018707455178098946,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-28,600025,val,0.059202969024870225,0.007123854207567937,2020-04-03,2024-05-16,-0.0009190439265113923
2024-05-28,600051,val,-0.06623062410149937,-0.0029525505880283174,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-28,600127,val,-0.009481379714625687,0.0053135504502096215,2020-04-03,2024-05-16,0.005493105894247046
2024-05-28,600153,val,-0.026668879714625487,0.002692020618665958,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-28,600548,val,-0.019050230640186832,0.008295562572301199,2020-04-03,2024-05-16,-0.0002747814704929924
2024-05-28,600865,val,-0.03043288531686648,-0.00977988117100162,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-28,600967,val,0.01680439884031117,0.00276831000457107,2020-04-03,2024-05-16,0.005493105894247046
2024-05-28,601222,val,0.006178309232826824,0.0014516527259788887,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-28,603237,val,-0.010467788668726535,0.003908506626066734,2020-04-03,2024-05-16,-0.0002747814704929924
2024-05-28,603335,val,-0.03821167250741829,0.0006032865903271041,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-28,603658,val,0.01221503566693007,0.0007755488737966154,2020-04-03,2024-05-16,0.005493105894247046
2024-05-28,605090,val,-0.003542580937892486,-0.013569534529750708,2020-04-03,2024-05-16,-0.013975050829800441
2024-05-28,605589,val,0.0763179056143929,-0.01022752413390044,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-28,688031,val,0.030647470996274868,0.006065805071691276,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-28,688045,val,-0.008706654961398535,-0.006723464154506199,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-28,688133,val,-0.05203275776527204,-0.003261770973461921,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-28,688147,val,0.03825693898576267,0.004875210725688157,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-28,688528,val,-0.04060318411414986,0.0011364995350502693,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-29,600025,val,0.08421421650196423,0.0070723277272188015,2020-04-03,2024-05-16,-0.0009190439265113923
2024-05-29,600051,val,-0.05321682298700228,-0.00037583819602313065,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-29,600127,val,-0.004230098139780505,0.004614700025810774,2020-04-03,2024-05-16,0.005493105894247046
2024-05-29,600153,val,-0.020109924968733896,0.0010615373820397197,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-29,600548,val,0.004913746313888832,0.005712097966683294,2020-04-03,2024-05-16,-0.0002747814704929924
2024-05-29,600865,val,4.843385227057753e-05,-0.006054823724415922,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-29,600967,val,0.033694864612488246,0.002581821673229657,2020-04-03,2024-05-16,0.005493105894247046
2024-05-29,601222,val,0.010899476609852885,0.0010903102275852687,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-29,603237,val,-0.0033575410049751196,0.005291087213287528,2020-04-03,2024-05-16,-0.0002747814704929924
2024-05-29,603335,val,-0.05823028859265025,-0.000653688026966384,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-29,603658,val,0.025738041373587792,-0.0032092505441300863,2020-04-03,2024-05-16,0.005493105894247046
2024-05-29,605090,val,-0.00551503155534119,-0.012209046674395216,2020-04-03,2024-05-16,-0.013975050829800441
2024-05-29,605589,val,0.038593637368453976,-0.012216444979355307,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-29,688031,val,-0.00146424914923984,0.005541607768957513,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-29,688045,val,-0.034021337195546036,-0.005070307203499791,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-29,688133,val,-0.04121924635182453,-0.0009729200468498922,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-29,688147,val,0.051751637281302804,0.003376239754606682,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-29,688528,val,-0.06409261935956836,0.002915672107482071,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-30,600025,val,0.12022382413923316,0.01008999520570506,2020-04-03,2024-05-16,-0.0002747814704929924
2024-05-30,600051,val,-0.04511465622984712,0.001840020245023444,2020-04-03,2024-05-16,0.005493105894247046
2024-05-30,600127,val,0.00274915154224753,0.00019035006246244845,2020-04-03,2024-05-16,0.005493105894247046
2024-05-30,600153,val,0.017624197925933727,-0.000638344090161865,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-30,600548,val,0.03658738329933575,0.005290778855275671,2020-04-03,2024-05-16,-0.0002747814704929924
2024-05-30,600865,val,-0.03812118853409319,-0.008852604344332249,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-30,600967,val,0.026733844970048604,0.000998688919066325,2020-04-03,2024-05-16,0.005493105894247046
2024-05-30,601222,val,0.02554680797944875,0.005234328027592674,2020-04-03,2024-05-16,-0.0002747814704929924
2024-05-30,603237,val,0.02522198387423491,0.0018639693603190895,2020-04-03,2024-05-16,-0.0002747814704929924
2024-05-30,603335,val,-0.12430668452235816,-0.01084788118903981,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-30,603658,val,0.03135491940864821,-0.004663122618143035,2020-04-03,2024-05-16,0.005493105894247046
2024-05-30,605090,val,0.11168425417114658,-0.01097325508513049,2020-04-03,2024-05-16,-0.0009190439265113923
2024-05-30,605589,val,0.030446727912714744,-0.007436784321278854,2020-04-03,2024-05-16,-0.0009190439265113923
2024-05-30,688031,val,-0.049980948241880374,0.006252975946943781,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-30,688045,val,-0.08848430983205868,0.00012065026489848123,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-30,688133,val,-0.07142430121771703,1.5926450013214948e-05,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-30,688147,val,0.038000038345414766,0.00703271602093917,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-30,688528,val,-0.07829292227225026,0.0029766747411125254,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-31,600025,val,0.12524482051743158,0.011345881183445787,2020-04-03,2024-05-16,-0.0002747814704929924
2024-05-31,600051,val,0.003177500322503954,0.004120831069656726,2020-04-03,2024-05-16,0.005493105894247046
2024-05-31,600127,val,0.003138358971903496,0.0008413085670978492,2020-04-03,2024-05-16,0.005493105894247046
2024-05-31,600153,val,0.009203280467846228,-0.000796045477473572,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-31,600548,val,0.04305367886021348,0.005551367801815642,2020-04-03,2024-05-16,-0.0002747814704929924
2024-05-31,600865,val,-0.006564251354731723,-0.002112066927018344,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-31,600967,val,0.01369659017760115,0.00216921426720423,2020-04-03,2024-05-16,0.005493105894247046
2024-05-31,601222,val,0.008280431666621721,0.004430323125823504,2020-04-03,2024-05-16,-0.0002747814704929924
2024-05-31,603237,val,-0.006746796159702209,0.00447679107289251,2020-04-03,2024-05-16,-0.0002747814704929924
2024-05-31,603335,val,-0.04869950401630009,0.00034407385802106964,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-31,603341,val,-0.033277819247522836,-0.003798783223999846,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-31,603658,val,-0.007080979343757635,-0.000401580510797506,2020-04-03,2024-05-16,0.005493105894247046
2024-05-31,605090,val,0.18709767115372433,0.0005713394720361658,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-31,605589,val,-0.019256405574799587,-0.02165123120983554,2020-04-03,2024-05-16,-0.013975050829800441
2024-05-31,688031,val,-0.0806175343863428,-0.004724457936881219,2020-04-03,2024-05-16,0.0036938688750604376
2024-05-31,688045,val,-0.08964353672136517,-0.004413886017588905,2020-04-03,2024-05-16,-0.0009190439265113923
2024-05-31,688133,val,-0.03530401237554405,-0.0002468904677139076,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-31,688147,val,0.006130521447678769,0.004847000462941659,2020-04-03,2024-05-16,-0.0018351800296075283
2024-05-31,688528,val,-0.07183201440545862,-0.0021417131888460087,2020-04-03,2024-05-16,0.0036938688750604376
2024-06-03,600025,val,0.058446405702845136,0.003166173385315441,2020-04-03,2024-05-16,-0.0009190439265113923
2024-06-03,600051,val,0.003487953214207959,0.0026094204791182155,2020-04-03,2024-05-16,0.005493105894247046
2024-06-03,600127,val,-0.0015756391216314586,-0.003401508601755135,2020-04-03,2024-05-16,0.005493105894247046
2024-06-03,600153,val,-0.002589161939665588,0.0012712754665827636,2020-04-03,2024-05-16,-0.0018351800296075283
2024-06-03,600548,val,0.008715052093275208,0.003191555659753797,2020-04-03,2024-05-16,-0.0002747814704929924
2024-06-03,600865,val,-0.002737060756475132,-0.00018928921301730002,2020-04-03,2024-05-16,0.0036938688750604376
2024-06-03,600967,val,0.007153435156604646,-0.0005287022595500549,2020-04-03,2024-05-16,-0.0002747814704929924
2024-06-03,601222,val,0.00712320675636928,0.00296626559988171,2020-04-03,2024-05-16,-0.0002747814704929924
2024-06-03,603237,val,-0.07719819583662497,-0.0024622036337688807,2020-04-03,2024-05-16,-0.0002747814704929924
2024-06-03,603335,val,-0.04896597353386829,0.004154497852665048,2020-04-03,2024-05-16,0.0036938688750604376
2024-06-03,603341,val,-0.013844377342068184,-0.0029633838395699426,2020-04-03,2024-05-16,-0.0018351800296075283
2024-06-03,603658,val,-0.011333594685791717,0.0007522536703733881,2020-04-03,2024-05-16,0.005493105894247046
2024-06-03,605090,val,0.182174922734391,0.0036763680163497217,2020-04-03,2024-05-16,-0.0018351800296075283
2024-06-03,605589,val,-0.03355694685044737,-0.01949364696512189,2020-04-03,2024-05-16,-0.013975050829800441
2024-06-03,688031,val,-0.07493633111232308,-0.0006186685923407907,2020-04-03,2024-05-16,0.0036938688750604376
2024-06-03,688045,val,-0.04032284039810681,-0.0031523330839890087,2020-04-03,2024-05-16,-0.0018351800296075283
2024-06-03,688133,val,0.007267528112306618,-0.0008679555988232533,2020-04-03,2024-05-16,-0.0018351800296075283
2024-06-03,688147,val,0.034558773979427124,0.006037348912436887,2020-04-03,2024-05-16,-0.0018351800296075283
2024-06-03,688528,val,-0.0018671561724243474,0.004264008666239679,2020-04-03,2024-05-16,0.0036938688750604376
2024-06-04,600025,val,0.03075378541465684,-9.424716545762176e-05,2020-04-03,2024-05-16,-0.0009190439265113923
2024-06-04,600051,val,0.010566875063496569,0.0026992170954999663,2020-04-03,2024-05-16,0.005493105894247046
2024-06-04,600127,val,0.008434188998420241,-0.0017916330804741173,2020-04-03,2024-05-16,0.005493105894247046
2024-06-04,600153,val,-0.016192071709840442,-0.0018640840077438876,2020-04-03,2024-05-16,-0.0018351800296075283
2024-06-04,600548,val,-0.005252250948161233,0.003911474941397419,2020-04-03,2024-05-16,-0.0002747814704929924
2024-06-04,600865,val,-0.0004074911048095901,-0.0010304867688786692,2020-04-03,2024-05-16,0.0036938688750604376
2024-06-04,600967,val,-0.0012010465388921391,0.001008245601736346,2020-04-03,2024-05-16,-0.0002747814704929924
2024-06-04,601222,val,-0.04098985714157327,0.00034218166485508266,2020-04-03,2024-05-16,-0.0002747814704929924
2024-06-04,603237,val,-0.07909406535187219,-9.042225237967628e-05,2020-04-03,2024-05-16,-0.0002747814704929924
2024-06-04,603335,val,-0.016680008820168683,0.011124415977333501,2020-04-03,2024-05-16,0.0036938688750604376
2024-06-04,603341,val,-0.019741290312822738,-0.003495372509422846,2020-04-03,2024-05-16,-0.0018351800296075283
2024-06-04,603658,val,-0.035697863605717195,0.00015939444045069153,2020-04-03,2024-05-16,0.005493105894247046
2024-06-04,605090,val,0.15099756104230572,0.0005080283364725746,2020-04-03,2024-05-16,-0.0018351800296075283
2024-06-04,605589,val,-0.007242192425366892,-0.019612850409389336,2020-04-03,2024-05-16,-0.013975050829800441
2024-06-04,688031,val,-0.02940925756354579,-0.005068506748254744,2020-04-03,2024-05-16,0.0036938688750604376
2024-06-04,688045,val,0.007234166315064292,0.0012773778369238205,2020-04-03,2024-05-16,-0.0018351800296075283
2024-06-04,688133,val,0.023879651910557905,0.003932369674476718,2020-04-03,2024-05-16,-0.0018351800296075283
2024-06-04,688147,val,0.038098364082797376,0.0070443457632924185,2020-04-03,2024-05-16,-0.0018351800296075283
2024-06-04,688528,val,-0.018057197304528764,-0.0005479724696573834,2020-04-03,2024-05-16,0.0036938688750604376
2024-06-05,600025,val,0.0010418140790194874,-0.003111303533009636,2020-04-03,2024-05-16,-0.0009190439265113923
2024-06-05,600051,val,-0.012072083517636556,0.003864226444375746,2020-04-03,2024-05-16,0.005493105894247046
2024-06-05,600127,val,0.0012524804500143594,0.0009388368991926248,2020-04-03,2024-05-16,0.005493105894247046
2024-06-05,600153,val,-0.034923986804322515,-0.0009928128733549483,2020-04-03,2024-05-16,-0.0018351800296075283
2024-06-05,600548,val,-0.029876973662952166,0.00375096273418251,2020-04-03,2024-05-16,-0.0002747814704929924
2024-06-05,600865,val,-0.04290365504688243,-0.003027327625635297,2020-04-03,2024-05-16,0.0036938688750604376
2024-06-05,600967,val,-0.029065303759881478,-0.00713172999549102,2020-04-03,2024-05-16,-0.0002747814704929924
2024-06-05,601222,val,-0.052215826763480355,-0.0011947801054919408,2020-04-03,2024-05-16,-0.0002747814704929924
2024-06-05,603237,val,-0.08248937114803889,-0.0013264631989585256,2020-04-03,2024-05-16,-0.0002747814704929924
2024-06-05,603335,val,-0.04590082438695009,0.009842568650695683,2020-04-03,2024-05-16,0.0036938688750604376
2024-06-05,603341,val,-0.01792667069752485,-0.0026756477659949872,2020-04-03,2024-05-16,-0.0018351800296075283
