date,stock_code,split,label_excess_ret_5d,pred_ridge,ridge_fit_start_date,ridge_fit_end_date,pred_tree,fit_start_date_tree,fit_end_date_tree,fit_start_date_ridge_meta,fit_end_date_ridge_meta,tree_fit_start_date,tree_fit_end_date,industry,pred_ridge_z,pred_tree_z,w_ridge,w_tree,pred_blend
2025-08-13,603335,test,-0.007245761008576207,0.003959529258334599,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,工业制造,0.7873776336907966,0.06640532203312649,0.7790321654938326,0.22096783450616742,0.6280659432448956
2025-08-13,603341,test,0.08125198155893398,0.005245629080736532,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,TMT科技,1.03907457973273,0.06640532203312649,0.7790321654938326,0.22096783450616742,0.8241459601681275
2025-08-13,603658,test,-0.020804782632114042,0.005488114900351288,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,医药健康,1.086530414180731,0.06640532203312649,0.7790321654938326,0.22096783450616742,0.8611155816434705
2025-08-13,605090,test,-0.05148455420425379,-0.006575098178680031,2020-04-03,2025-08-08,0.007591276652320927,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,周期公用,-1.274308020408832,2.3756090830258567,0.7790321654938326,0.22096783450616742,-0.4677937419358458
2025-08-13,605589,test,-0.04614510867286414,-0.001232607804184483,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,工业制造,-0.22875270028787742,0.06640532203312649,0.7790321654938326,0.22096783450616742,-0.16353227125848216
2025-08-13,688031,test,-0.004966280913396454,0.0008045082364530543,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,TMT科技,0.16992233039824234,0.06640532203312649,0.7790321654938326,0.22096783450616742,0.14704840122524587
2025-08-13,688045,test,0.05111669390560281,0.0034737114703721765,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,TMT科技,0.6923003687436479,0.06640532203312649,0.7790321654938326,0.22096783450616742,0.5539976956438875
2025-08-13,688133,test,-0.013453024877992709,0.000578792814525011,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,工业制造,0.12574855680440686,0.06640532203312649,0.7790321654938326,0.22096783450616742,0.11263561072440594
2025-08-13,688147,test,0.08841915378677345,0.002941393167285686,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,TMT科技,0.5881226922714854,0.06640532203312649,0.7790321654938326,0.22096783450616742,0.4728399347456628
2025-08-13,688528,test,-0.027765308239308666,0.0028172068498593197,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,TMT科技,0.5638187336735953,0.06640532203312649,0.7790321654938326,0.22096783450616742,0.453906369249076
2025-08-14,600025,test,-0.012398338616233347,-0.002559555792414355,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,周期公用,-0.5579650986911197,0.23184929744395721,0.796961944441296,0.20303805555870402,-0.3976027194475817
2025-08-14,600051,test,0.003766831724963119,0.003127632992082863,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,消费服务,0.7134673495848212,0.23184929744395721,0.796961944441296,0.20303805555870402,0.6156805567561696
2025-08-14,600127,test,-0.011511675078967384,-0.0008090421693188127,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,消费服务,-0.16661888074602382,0.23184929744395721,0.796961944441296,0.20303805555870402,-0.08571467664431089
2025-08-14,600153,test,0.0029480085395945967,-0.003393482514778006,2020-04-03,2025-08-08,-0.020363897315446234,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,消费服务,-0.7443984200515399,-3.5071029055944125,0.796961944441296,0.20303805555870402,-1.3053325668794744
2025-08-14,600548,test,-0.00457938977616806,-0.0029545247662028542,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,周期公用,-0.6462646766312501,0.23184929744395721,0.796961944441296,0.20303805555870402,-0.4679741227760938
2025-08-14,600865,test,0.011216801487106635,-0.0017972898851998337,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,消费服务,-0.3875523261647509,0.23184929744395721,0.796961944441296,0.20303805555870402,-0.26179022489733456
2025-08-14,600967,test,-0.11627326568961466,-0.014755561881662008,2020-04-03,2025-08-08,-0.009913616921223754,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,工业制造,-3.284513920757571,-1.653606189900598,0.796961944441296,0.20303805555870402,-2.9533775862887133
2025-08-14,601222,test,-0.0023819942285531713,-0.0025977256377624504,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,周期公用,-0.5664983796775945,0.23184929744395721,0.796961944441296,0.20303805555870402,-0.40440341965502663
2025-08-14,603237,test,0.009146991149318998,-0.0014496242605660605,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,消费服务,-0.3098279225869328,0.23184929744395721,0.796961944441296,0.20303805555870402,-0.1998468330914166
2025-08-14,603335,test,0.015318180925552764,0.002331241777096532,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,工业制造,0.5354254961095741,0.23184929744395721,0.796961944441296,0.20303805555870402,0.4737879750186044
2025-08-14,603341,test,0.10203650513587942,0.0040376842729683265,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,TMT科技,0.9169191377981699,0.23184929744395721,0.796961944441296,0.20303805555870402,0.7778238894907388
2025-08-14,603658,test,-0.00913882511253455,0.004877123580576387,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,医药健康,1.1045848571005636,0.23184929744395721,0.796961944441296,0.20303805555870402,0.927386326050949
2025-08-14,605090,test,-0.062219489480791645,0.0018894923134160518,2020-04-03,2025-08-08,0.007591276652320927,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,周期公用,0.4366676346397952,1.4511203363916956,0.796961944441296,0.20303805555870402,0.642640138659775
2025-08-14,605589,test,-0.04289898695408417,0.001056880785789829,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,工业制造,0.25052833926098583,0.23184929744395721,0.796961944441296,0.20303805555870402,0.2467357829307566
2025-08-14,688031,test,0.03135840936704254,0.0031972597533992068,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,TMT科技,0.72903316372612,0.23184929744395721,0.796961944441296,0.20303805555870402,0.628085918261031
2025-08-14,688045,test,0.047672176612088724,0.0025989887089662923,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,TMT科技,0.595283213165407,0.23184929744395721,0.796961944441296,0.20303805555870402,0.5214922975932379
2025-08-14,688133,test,-0.01244618529633151,-0.00013818879172013793,2020-04-03,2025-08-08,0.0007168516125175788,2022-06-30,2025-08-08,2020-04-03,2025-08-08,2022-06-30,2025-08-08,工业制造,-0.016642366050482072,0.23184929744395721,0.796961944441296,0.20303805555870402,0.03381089812797668
